ID,Form_ID,Cognateset_ID
1291-1,1291,42-a
1292-1,1292,42-a
1293-1,1293,42-a
1294-1,1294,42-a
1295-1,1295,42-a
1312-1,1312,42-a
1308-1,1308,42-a
1307-1,1307,42-a
1299-1,1299,42-a
1307-1,1307,42-a
1301-1,1301,42-a
1302-1,1302,42-a
1303-1,1303,42-a
1304-1,1304,42-a
1308-1,1308,42-a
1308-1,1308,42-a
1307-1,1307,42-a
1308-1,1308,42-a
1309-1,1309,42-a
1311-1,1311,42-a
1311-1,1311,42-a
1312-1,1312,42-a
1313-1,1313,42-a
1314-1,1314,42-a
1315-1,1315,42-a
1316-1,1316,42-a
1317-1,1317,42-a
1318-1,1318,42-b
1327-1,1327,42-c
1326-1,1326,42-c
1326-1,1326,42-c
1322-1,1322,42-c
1326-1,1326,42-c
1327-1,1327,42-c
1325-1,1325,42-c
1326-1,1326,42-c
1327-1,1327,42-c
1328-1,1328,42-c
1329-1,1329,42-d
1332-1,1332,42-d
1334-1,1334,42-d
1332-1,1332,42-d
1334-1,1334,42-d
1334-1,1334,42-d
1335-1,1335,42-d
1341-1,1341,42-e
1337-1,1337,42-e
1338-1,1338,42-e
1341-1,1341,42-e
1340-1,1340,42-e
1341-1,1341,42-e
1342-1,1342,NA
1343-1,1343,NA
1344-1,1344,NA
1345-1,1345,NA
1346-1,1346,NA
1347-1,1347,NA
1348-1,1348,?
1349-1,1349,?
1350-1,1350,29-a
1354-1,1354,29-a
1354-1,1354,29-a
1354-1,1354,29-a
1354-1,1354,29-a
1355-1,1355,29-a
1358-1,1358,29-a
1358-1,1358,29-a
1358-1,1358,29-a
1360-1,1360,29-a
1360-1,1360,29-a
1361-1,1361,29-b
1362-1,1362,29-c
1363-1,1363,29-d
1364-1,1364,29-e
1365-1,1365,29-f
1366-1,1366,29-g
1367-1,1367,29-h
2432-1,2432,29-i
2432-1,2432,29-i
1370-1,1370,29-j
1371-1,1371,29-k
1372-1,1372,29-k
1373-1,1373,29-l
1374-1,1374,29-m
1375-1,1375,29-m
1376-1,1376,29-m
1377-1,1377,29-n
1457-1,1457,29-n
1458-1,1458,29-n
1383-1,1383,NA
3339-1,3339,NA
1382-1,1382,NA
1383-1,1383,NA
1384-1,1384,NA
1385-1,1385,NA
1386-1,1386,NA
1387-1,1387,NA
1388-1,1388,NA
1389-1,1389,NA
